ID	charge	outil	n_burst	debut_burst	duree_burst	duree_pause	duree_cycle	pct_burst	pct_pause	longueur_burst	burst	startPos	endPos	docLength	categ	charBurst	ratio	Colonne1
R+S1	+	TW	1	7,755	3,64		3,64	1	0	16	Pour diminuer la	0	16	16	P	Pour␣diminuer␣la		
R+S1	+	TW	2	14,307	19,447	2,912	22,359	0,869761617246	0,130238382754	59	 consommation e tabac, différentes mesures ont été prises. 	16	75	75	P	␣consommation␣e␣tabac,␣différentes␣mesures␣ont␣été␣prises.␣	6,67822802198	
R+S1	+	TW	3	39,282	3,064	5,528	8,592	0,356610800745	0,643389199255	13	e nos jours, 	75	88	88	P	e␣nos␣jours,␣	0,554269175109	
R+S1	+	TW	4	52,058	16,319	9,712	26,031	0,626906380854	0,373093619146	52	les cigaretes dans les lieux publics sont interdit, 	88	140	140	P	les␣cigaretes␣dans␣les␣lieux␣publics␣sont␣interdit,␣	1,68029242175	
R+S1	+	TW	5	71,529	2,824	3,152	5,976	0,472556894244	0,527443105756	12	cela permet 	140	152	152	P	cela␣permet␣	0,895939086294	
R+S1	+	TW	6	76,529	4,592	2,176	6,768	0,678486997636	0,321513002364	17	 aux non-fumeurs 	152	169	169	P	␣aux␣non-fumeurs␣	2,11029411765	
R+S1	+	TW	7	87,993	2,584	6,872	9,456	0,273265651438	0,726734348562	6	de ne 	169	175	175	P	de␣ne␣	0,37601862631	
R+S1	+	TW	8	93,033	21,279	2,456	23,735	0,896524120497	0,103475879503	51	pas être intoxiqués par la fumées et permet égalemn	175	226	226	P	pas␣être␣intoxiqués␣par␣la␣fumées␣et␣permet␣égalemn	8,66408794788	
R+S1	+	TW	9	116,4	13,125	2,088	15,213	0,862748964701	0,137251035299	45	ent aux enfants de ne pas respirer la fumée. 	226	270	270	RB	⌫ent␣aux␣enfants␣de␣ne␣pas␣respirer␣la␣fumée.␣	6,28591954023	
R+S1	+	TW	10	148,424	16,727	18,899	35,626	0,469516645147	0,530483354853	60	Pour réduire la consommation de cigarettes, les fabriquants 	270	330	330	P	Pour␣réduire␣la␣consommation␣de␣cigarettes,␣les␣fabriquants␣	0,885073284301	
R+S1	+	TW	11	167,327	2	2,176	4,176	0,478927203065	0,521072796935	9	ont décid	330	339	339	P	ont␣décid	0,919117647059	
R+S1	+	TW	12	171,567	11,464	2,24	13,704	0,836544074723	0,163455925277	34	é d'augmenter le prix des paquets 	339	373	373	P	é␣d'augmenter␣le␣prix␣des␣paquets␣	5,11785714286	
R+S1	+	TW	13	186,223	15,028	3,192	18,22	0,824807903403	0,175192096597	50	de cigattes, de tabas, de feuilles et de filtres. 	373	423	423	P	de␣cigattes,␣de␣tabas,␣de␣feuilles␣et␣de␣filtres.␣	4,70802005013	
R+S1	+	TW	14	206,118	4,232	4,867	9,099	0,465106055611	0,534893944389	11	Cette idée 	423	434	434	P	Cette␣idée␣	0,869529484282	
R+S1	+	TW	15	213,55	6,512	3,2	9,712	0,670510708402	0,329489291598	27	à beaucoup faire réfléchir 	434	461	461	P	à␣beaucoup␣faire␣réfléchir␣	2,035	
R+S1	+	TW	16	222,262	0,48	2,2	2,68	0,179104477612	0,820895522388	3	et 	461	464	464	P	et␣	0,218181818182	
R+S1	+	TW	17	225,99	10,559	3,248	13,807	0,764757007315	0,235242992685	47	a même dissuader certaines personnes d'acheter 	464	511	511	P	a␣même␣dissuader␣certaines␣personnes␣d'acheter␣	3,25092364532	
R+S1	+	TW	18	240,525	4,384	3,976	8,36	0,524401913876	0,475598086124	17	à cause du prix. 	511	528	528	P	à␣cause␣du␣prix.␣	1,10261569416	
R+S1	+	TW	19	257,423	0,862	12,514	13,376	0,0644437799043	0,935556220096	3	On 	528	531	531	P	On␣	0,0688828512066	
R+S1	+	TW	20	260,309	23,759	2,024	25,783	0,921498661909	0,078501338091	60	a également créer des patchs qui perment de ralenir la cigat	531	591	591	P	a␣égalemet⌫nt␣créer␣des␣patchs␣qui␣permenn⌫t␣de␣ralenir␣la␣cih⌫gat	11,7386363636	
R+S1	+	TW	21	287,524	1,488	3,456	4,944	0,300970873786	0,699029126214	6	rette 	591	596	596	RB	⌫rette␣	0,430555555556	
R+S1	+	TW	22	292,356	8,618	3,344	11,962	0,720448085604	0,279551914396	31	pour aider à arreter de fumer. 	596	627	627	P	pour␣aider␣à␣arreter␣de␣fumer.␣	2,57715311005	
R+S1	+	TW	23	333,683	22,663	32,709	55,372	0,409286281875	0,590713718125	78	D'autres moyens comme la cigarette électronique, ont permis au gens qui fumer 	627	705	705	P	D'autres␣moyens␣comme␣la␣cigarette␣électronique,␣ont␣permis␣au␣gens␣qui␣fumer␣	0,692867406524	
R+S1	+	TW	24	358,53	7,088	2,184	9,272	0,764452113891	0,235547886109	24	ait beaucoup de ralentir	705	728	728	RB	⌫ait␣beaucoup␣de␣ralentir	3,24542124542	
R+S1	+	TW	25	368,299	0	2,681	2,681	0	1	1	.	728	729	729	P	.	0	
R+S1	+	TW	26	383,634	2,688	15,335	18,023	0,149142762026	0,850857237974	8	 Malgré 	729	737	737	P	␣Malgré␣	0,175285295077	
R+S1	+	TW	27	388,538	13,935	2,216	16,151	0,862794873382	0,137205126618	41	les bonnes volontées, les mesures prises 	737	778	778	P	les␣bonnes␣volontées,␣les␣mesures␣prises␣	6,28835740072	
R+S1	+	TW	28	406,377	11,376	3,904	15,28	0,744502617801	0,255497382199	51	pour diminuer la consommation de tabac ne sont pas 	778	829	829	P	pour␣diminuer␣la␣consommation␣de␣tabac␣ne␣sont␣pas␣	2,91393442623	
R+S1	+	TW	29	420,385	22,199	2,632	24,831	0,894003463413	0,105996536587	75	toujours bonne et efficace. les personnes utilisant la cigarettes électrono	829	904	904	P	toujours␣bonne␣et␣efficace.␣les␣pern⌫sonnes␣utilisant␣la␣cigarettes␣électrono	8,43427051672	
R+S1	+	TW	30	444,688	3,84	2,104	5,944	0,64602960969	0,35397039031	17	ique se retrouve 	904	921	921	P	ique␣se␣retrouve␣	1,82509505703	
R+S1	+	TW	31	455,536	0,488	7,008	7,496	0,0651013874066	0,934898612593	2	à 	921	923	923	P	à␣	0,0696347031963	
R+S1	+	TW	32	461,952	16,567	5,928	22,495	0,736474772172	0,263525227828	53	aspirer autant de fumée qu'avec une cigarette normale	923	976	976	P	aspirer␣autant␣de␣fumée␣qu'avec␣une␣cigarette␣normale	2,79470310391	
R+S1	+	TW	33	483,823	3,84	5,304	9,144	0,419947506562	0,580052493438	16	; et le produit 	976	992	992	P	;␣et␣le␣produit␣	0,723981900452	
R+S1	+	TW	34	490,799	17,496	3,136	20,632	0,848003101978	0,151996898022	64	contenu dan sla cigarette électronique étant nocif pour la santé	992	1056	1056	P	contenu␣dan␣sla␣cigarette␣électronique␣étant␣nocif␣pour␣la␣santé	5,57908163265	
R+S1	+	TW	35	510,319	1,608	2,024	3,632	0,442731277533	0,557268722467	7	, celà 	1056	1063	1063	P	,␣celà␣	0,794466403162	
R+S1	+	TW	36	514,158	10,776	2,231	13,007	0,828476973937	0,171523026063	36	n'a pas permis de diminuer le tabac 	1063	1099	1099	P	n'a␣pas␣permis␣de␣diminuer␣le␣tabac␣	4,83012102196	
R+S1	+	TW	37	530,998	21,871	6,064	27,935	0,782924646501	0,217075353499	76	puisque pour beaucoup la cigarette électronique est un complément du tabac. 	1099	1175	1175	P	puisque␣pour␣beaucoup␣la␣cigarette␣électronique␣est␣un␣complément␣du␣tabac.␣	3,60669525066	
R+S1	+	TW	38	555,781	2,608	2,912	5,52	0,472463768116	0,527536231884	13	Concernat le 	1175	1188	1188	P	Concernat␣le␣	0,895604395604	
R+S1	+	TW	39	561,501	46,671	3,112	49,783	0,937488700962	0,0625112990378	155	prix des paquets, celà n'a en rien aider la diminution de la consommation puisque les paquets sont toujours en vente, donc malgré le prix, beaucoup continu	1188	1343	1343	P	prix␣des␣paquets,␣celà␣n'a␣en␣rien␣aider␣la␣diminution␣de␣la␣consommation␣puisque␣les␣paquets␣sont␣toujours␣en␣vente␣⌫,␣donc␣malgré␣le␣prix,␣beaucoup␣continu	14,9971079692	
R+S1	+	TW	40	610,468	0,064	2,296	2,36	0,0271186440678	0,972881355932	1	 	1343	1344	1344	P	␣	0,0278745644599	
R+S1	+	TW	41	614,66	2,48	4,128	6,608	0,375302663438	0,624697336562	10	d'acheter 	1344	1354	1354	P	d'acheter␣	0,600775193798	
R+S1	+	TW	42	619,524	6,438	2,384	8,822	0,729766492859	0,270233507141	26	des paquets de cigarette. 	1354	1380	1380	P	des␣paquets␣de␣cigarette.␣	2,7005033557	
R+S1	+	TW	43	630,324	4,664	4,362	9,026	0,516729448261	0,483270551739	19	En ce qui concerne 	1380	1399	1399	P	En␣ce␣qui␣concerne␣	1,06923429619	
R+S1	+	TW	44	638,611	5,168	3,623	8,791	0,587873962007	0,412126037993	19	les lieux publique 	1399	1418	1418	P	les␣lieux␣publique␣	1,42644217499	
R+S1	+	TW	45	655,779	3,952	12	15,952	0,247743229689	0,752256770311	7	, celà 	1418	1425	1425	P	,␣celà␣	0,329333333333	
R+S1	+	TW	46	664,459	25,231	4,728	29,959	0,842184318569	0,157815681431	93	n'a pas totalement fonctionner puisque dans beaucoup d'endroit cette règle n'est pas respecté	1425	1518	1518	P	n'a␣pas␣totalement␣fonctionner␣puisque␣dans␣beaucoup␣d'endroit␣cette␣règle␣n'est␣pas␣respecté	5,33650592217	
R+S1	+	TW	47	692,946	6,152	3,256	9,408	0,653911564626	0,346088435374	23	s et dans d'autres cas 	1518	1541	1541	P	s␣et␣dans␣d'autres␣cas␣	1,88943488943	
R+S1	+	TW	48	707,346	9,607	8,248	17,855	0,538056566788	0,461943433212	28	celà pousse leur fumeurs à a	1541	1569	1569	P	celà␣pousse␣leur␣fumeurs␣à␣a	1,16476721629	
R+S1	+	TW	49	721,025	22,408	4,072	26,48	0,846223564955	0,153776435045	66	ller à l'extérieur et donc à fumer plusieurs cigarette d'un coup. 	1569	1635	1635	P	ller␣à␣l'extérieur␣et␣donc␣à␣fumer␣plusieurs␣cigarette␣d'un␣coup.␣	5,50294695481	
R+S1	+	TW	50	751,985	0,096	8,552	8,648	0,0111008325624	0,988899167438	1	L	1635	1636	1636	P	L	0,0112254443405	
R+S1	+	TW	51	760,824	2,864	8,743	11,607	0,246747652279	0,753252347721	11	es fumeurs,	1636	1647	1647	P	es␣fumeurs,	0,327576346792	
R+S1	+	TW	52	766,232	0,08	2,544	2,624	0,030487804878	0,969512195122	1	 	1647	1648	1648	P	␣	0,0314465408805	
R+S1	+	TW	53	775,064	1,272	8,752	10,024	0,126895450918	0,873104549082	7	fument 	1648	1655	1655	P	fument␣	0,14533820841	
R+S1	+	TW	54	793,168	14,199	16,832	31,031	0,457574683381	0,542425316619	46	des cigarettes à chaque fois qu'il le peuvent 	1655	1701	1701	P	des␣cigarettes␣à␣chaque␣fois␣qu'il␣le␣peuvet⌫nt␣	0,843571768061	
R+S1	+	TW	55	811,095	12,912	3,728	16,64	0,775961538462	0,224038461538	47	et les mesures prises n'aident pas à leurs dimu	1701	1748	1748	P	et␣les␣mesures␣prises␣n'aident␣pas␣à␣leurs␣dimu	3,4635193133	
R+S1	+	TW	56	826,071	1,04	2,064	3,104	0,335051546392	0,664948453608	6	nution	1748	1754	1754	P	nution	0,503875968992	
R+S1	+	TW	57	832,135	12,295	5,024	17,319	0,709913967319	0,290086032681	38	 car dès qu'ils en ont la possibilité 	1754	1792	1792	P	␣car␣dès␣qu'ils␣en␣ont␣la␣possibilité␣	2,44725318471	
R+S1	+	TW	58	846,926	11,64	2,496	14,136	0,823429541596	0,176570458404	42	ils fument plus pour rattraper les manques	1792	1834	1834	P	ils␣fument␣plus␣pour␣rattraper␣les␣manques	4,66346153846	
R+S1	+	TW	59	862,067	1,603	3,501	5,104	0,314067398119	0,685932601881	2	. 	1834	1836	1836	P	.␣	0,457869180234	
R+S1	+	TW	60	865,686	17,063	2,016	19,079	0,894334084596	0,105665915404	63	Les mesurent prise pour diminuer la consommation de tabac sont 	1836	1899	1899	P	Les␣mesurent␣prise␣pour␣diminuer␣la␣consommation␣de␣tabac␣sont␣	8,46378968254	
R+S1	+	TW	61	885,093	0,096	2,344	2,44	0,0393442622951	0,960655737705	1	e	1899	1900	1900	P	e	0,0409556313993	
R+S1	+	TW	62	887,389	3,136	2,2	5,336	0,587706146927	0,412293853073	7	fficace	1900	1907	1907	P	fficace	1,42545454545	
R+S1	+	TW	63	897,757	9,528	7,232	16,76	0,568496420048	0,431503579952	40	pour certains mais pas encore pour tous 	1907	1947	1947	P	pour␣certains␣mais␣e⌫pas␣encore␣pour␣tous␣	1,31747787611	
R+S1	+	TW	64	922,524	13,92	15,239	29,159	0,47738262629	0,52261737371	48	et n'aide parfois pas à diminuer la consommation	1947	1995	1995	P	et␣n'aide␣parfois␣pas␣à␣diminuer␣la␣consommation	0,913445764158	
R+S1	+	TW	65	944,228	0,504	7,784	8,288	0,0608108108108	0,939189189189	2	. 	1995	1997	1997	P	.␣	0,0647482014388	
R+S10	+	TW	1	29,094	9,928		9,928	1	0	21	La sécurité routière 	0	21	21	P	La␣sécurité␣routière␣		
R+S10	+	TW	2	41,966	3,336	2,944	6,28	0,531210191083	0,468789808917	4	est 	21	25	25	P	est␣	1,13315217391	
R+S10	+	TW	3	50,59	17,079	5,288	22,367	0,763580274512	0,236419725488	35	un thème créant beaucoup de débats.	25	60	60	P	un␣thème␣créant␣beaucoup␣de␣débats.	3,22976550681	
R+S10	+	TW	4	73,597	10,656	5,928	16,584	0,642547033285	0,357452966715	28	 En effet depuis des années 	60	88	88	P	␣En␣effet␣depuis␣des␣années␣	1,7975708502	
R+S10	+	TW	5	94,044	15,656	9,791	25,447	0,615239517428	0,384760482572	36	ce débat divise l'opinion publique. 	88	124	124	P	ce␣débat␣divise␣l'opinion␣publique.␣	1,59901950771	
R+S10	+	TW	6	112,292	0,176	2,592	2,768	0,0635838150289	0,936416184971	1	 	124	125	125	P	␣	0,0679012345679	
R+S10	+	TW	7	120,74	4,367	8,272	12,639	0,345517841601	0,654482158399	1	d	126	126	126	P	D⌫d	0,527925531915	
R+S10	+	TW	8	127,779	25,736	2,672	28,408	0,905941988172	0,0940580118277	31	Depuis les années 70/80 l'Etat 	125	156	156	R	⌫Depuis␣les␣années␣70/80␣l'Etat␣	9,63173652695	
R+S10	+	TW	9	156,555	8,199	3,04	11,239	0,729513301895	0,270486698105	25	met la sécurité routière 	156	181	181	R	met␣la␣sécurité␣routière␣	2,69703947368	
R+S10	+	TW	10	171,698	3,928	6,944	10,872	0,361295069904	0,638704930096	9	au coeur 	181	190	190	R	au␣coeur␣	0,565668202765	
R+S10	+	TW	11	183,93	10,303	8,304	18,607	0,553716343312	0,446283656688	30	des gouvernements successifs, 	190	220	220	R	des␣gouvernements␣successifs,␣	1,24072736031	
R+S10	+	TW	12	203,281	0,144	9,048	9,192	0,0156657963446	0,984334203655	1	p	220	221	221	R	p	0,0159151193634	
R+S10	+	TW	13	205,737	4,592	2,312	6,904	0,665121668598	0,334878331402	17	lusieurs mesures 	221	238	238	R	lusieurs␣mesures␣	1,98615916955	
R+S10	+	TW	14	215,281	4,52	4,952	9,472	0,477195945946	0,522804054054	13	ont été créer	238	251	251	R	ont␣été␣créer	0,912762520194	
R+S10	+	TW	15	222,593	49,862	2,792	52,654	0,946974588825	0,0530254111748	115	ées comme notamment l'obligation de porter une ceinture de sécurité pour tous les occupants du véhicule, ou encore 	251	363	363	R	⌫⌫⌫ées␣comme␣notamment␣l'obk⌫ligation␣de␣porter␣une␣ceinture␣de␣sécurité␣pour␣tous␣les␣occupants␣du␣véhicule,␣ou␣encore␣	17,8588825215	
R+S10	+	TW	16	276,735	11,376	4,28	15,656	0,726622381196	0,273377618804	43	la mise en place de limitations de vitesses	363	406	406	P	la␣mise␣en␣place␣de␣limitations␣de␣vitesses	2,65794392523	
R+S10	+	TW	17	290,703	4,903	2,592	7,495	0,654169446298	0,345830553702	2	. 	407	408	408	P	,␣⌫⌫.␣	1,89158950617	
R+S10	+	TW	18	303,95	25,624	8,344	33,968	0,754357041922	0,245642958078	61	Depuis les années 2000 des radards mobiles ont été installés 	408	469	469	P	Depuis␣les␣années␣2000␣des␣radards␣mobiles␣ont␣été␣installés␣	3,07094918504	
R+S10	+	TW	19	332,237	3,576	2,663	6,239	0,573168777048	0,426831222952	16	afin de réguler 	469	485	485	P	afin␣de␣réguler␣	1,34284641382	
R+S10	+	TW	20	339,469	30,847	3,656	34,503	0,894038199577	0,105961800423	105	et contôler la vitessse des conducteurs. Des sanctions ont également été instaurées avec pour cerrtaines 	485	590	590	P	et␣contôler␣la␣vitessse␣des␣conducteurs.␣Des␣sanctions␣ont␣également␣été␣instaurées␣avec␣pour␣cerrtaines␣	8,43736323851	
R+S10	+	TW	21	377,62	15,936	7,304	23,24	0,685714285714	0,314285714286	69	des peines lourdes comme notamment l'annulation du permis de conduire	590	659	659	P	des␣peines␣lourdes␣comme␣notamment␣l'annulation␣du␣permis␣de␣conduire	2,18181818182	
R+S10	+	TW	22	396,9	16,135	3,344	19,479	0,828327942913	0,171672057087	36	, l'alcool au volant en fait partir.	659	695	695	P	,␣l'alcol⌫ol␣au␣volant␣en␣fait␣partir.	4,82505980861	
R+S10	+	TW	23	417,083	4,992	4,048	9,04	0,552212389381	0,447787610619	18	, plus exactement 	695	712	712	RB	⌫,␣plus␣exactement␣	1,23320158103	
R+S10	+	TW	24	426,235	12,943	4,16	17,103	0,756767818511	0,243232181489	47	la conduite sous empire d'un état alcoollique. 	712	759	759	P	la␣conduite␣sous␣empire␣d'un␣état␣alcol⌫ollique.␣	3,11129807692	
